interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,coal
2023-01-15T10:50:00-05:00,2023-01-15T15:50:00+00:00,2023-01-15T10:55:00-05:00,2023-01-15T15:55:00+00:00,22142.0
2023-01-15T10:55:00-05:00,2023-01-15T15:55:00+00:00,2023-01-15T11:00:00-05:00,2023-01-15T16:00:00+00:00,21858.0
2023-01-15T11:00:00-05:00,2023-01-15T16:00:00+00:00,2023-01-15T11:05:00-05:00,2023-01-15T16:05:00+00:00,21747.0
2023-01-15T11:05:00-05:00,2023-01-15T16:05:00+00:00,2023-01-15T11:10:00-05:00,2023-01-15T16:10:00+00:00,21535.0
2023-01-15T11:10:00-05:00,2023-01-15T16:10:00+00:00,2023-01-15T11:15:00-05:00,2023-01-15T16:15:00+00:00,21625.0
2023-01-15T11:15:00-05:00,2023-01-15T16:15:00+00:00,2023-01-15T11:20:00-05:00,2023-01-15T16:20:00+00:00,21760.0
2023-01-15T11:20:00-05:00,2023-01-15T16:20:00+00:00,2023-01-15T11:25:00-05:00,2023-01-15T16:25:00+00:00,21996.0
2023-01-15T11:25:00-05:00,2023-01-15T16:25:00+00:00,2023-01-15T11:30:00-05:00,2023-01-15T16:30:00+00:00,22231.0
2023-01-15T11:30:00-05:00,2023-01-15T16:30:00+00:00,2023-01-15T11:35:00-05:00,2023-01-15T16:35:00+00:00,22135.0
2023-01-15T11:35:00-05:00,2023-01-15T16:35:00+00:00,2023-01-15T11:40:00-05:00,2023-01-15T16:40:00+00:00,21990.0
2023-01-15T11:40:00-05:00,2023-01-15T16:40:00+00:00,2023-01-15T11:45:00-05:00,2023-01-15T16:45:00+00:00,21758.0
2023-01-15T11:45:00-05:00,2023-01-15T16:45:00+00:00,2023-01-15T11:50:00-05:00,2023-01-15T16:50:00+00:00,21716.0
2023-01-15T11:50:00-05:00,2023-01-15T16:50:00+00:00,2023-01-15T11:55:00-05:00,2023-01-15T16:55:00+00:00,21675.0
2023-01-15T11:55:00-05:00,2023-01-15T16:55:00+00:00,2023-01-15T12:00:00-05:00,2023-01-15T17:00:00+00:00,21714.0
2023-01-15T12:00:00-05:00,2023-01-15T17:00:00+00:00,2023-01-15T12:05:00-05:00,2023-01-15T17:05:00+00:00,21754.0
2023-01-15T12:05:00-05:00,2023-01-15T17:05:00+00:00,2023-01-15T12:10:00-05:00,2023-01-15T17:10:00+00:00,21561.0
2023-01-15T12:10:00-05:00,2023-01-15T17:10:00+00:00,2023-01-15T12:15:00-05:00,2023-01-15T17:15:00+00:00,21368.0
2023-01-15T12:15:00-05:00,2023-01-15T17:15:00+00:00,2023-01-15T12:20:00-05:00,2023-01-15T17:20:00+00:00,21346.0
2023-01-15T12:20:00-05:00,2023-01-15T17:20:00+00:00,2023-01-15T12:25:00-05:00,2023-01-15T17:25:00+00:00,21324.0
2023-01-15T12:25:00-05:00,2023-01-15T17:25:00+00:00,2023-01-15T12:30:00-05:00,2023-01-15T17:30:00+00:00,21351.0
2023-01-15T12:30:00-05:00,2023-01-15T17:30:00+00:00,2023-01-15T12:35:00-05:00,2023-01-15T17:35:00+00:00,21378.0
2023-01-15T12:35:00-05:00,2023-01-15T17:35:00+00:00,2023-01-15T12:40:00-05:00,2023-01-15T17:40:00+00:00,21377.0
2023-01-15T12:40:00-05:00,2023-01-15T17:40:00+00:00,2023-01-15T12:45:00-05:00,2023-01-15T17:45:00+00:00,21502.0
2023-01-15T12:45:00-05:00,2023-01-15T17:45:00+00:00,2023-01-15T12:50:00-05:00,2023-01-15T17:50:00+00:00,21565.0
2023-01-15T12:50:00-05:00,2023-01-15T17:50:00+00:00,2023-01-15T12:55:00-05:00,2023-01-15T17:55:00+00:00,21683.0
2023-01-15T12:55:00-05:00,2023-01-15T17:55:00+00:00,2023-01-15T13:00:00-05:00,2023-01-15T18:00:00+00:00,21603.0
2023-01-15T13:00:00-05:00,2023-01-15T18:00:00+00:00,2023-01-15T13:05:00-05:00,2023-01-15T18:05:00+00:00,21617.0
2023-01-15T13:05:00-05:00,2023-01-15T18:05:00+00:00,2023-01-15T13:10:00-05:00,2023-01-15T18:10:00+00:00,21614.0
2023-01-15T13:10:00-05:00,2023-01-15T18:10:00+00:00,2023-01-15T13:15:00-05:00,2023-01-15T18:15:00+00:00,21455.0
2023-01-15T13:15:00-05:00,2023-01-15T18:15:00+00:00,2023-01-15T13:20:00-05:00,2023-01-15T18:20:00+00:00,21515.0
2023-01-15T13:20:00-05:00,2023-01-15T18:20:00+00:00,2023-01-15T13:25:00-05:00,2023-01-15T18:25:00+00:00,21478.0
2023-01-15T13:25:00-05:00,2023-01-15T18:25:00+00:00,2023-01-15T13:30:00-05:00,2023-01-15T18:30:00+00:00,21490.0
2023-01-15T13:30:00-05:00,2023-01-15T18:30:00+00:00,2023-01-15T13:35:00-05:00,2023-01-15T18:35:00+00:00,21501.0
2023-01-15T13:35:00-05:00,2023-01-15T18:35:00+00:00,2023-01-15T13:40:00-05:00,2023-01-15T18:40:00+00:00,21468.0
2023-01-15T13:40:00-05:00,2023-01-15T18:40:00+00:00,2023-01-15T13:45:00-05:00,2023-01-15T18:45:00+00:00,21436.0
2023-01-15T13:45:00-05:00,2023-01-15T18:45:00+00:00,2023-01-15T13:50:00-05:00,2023-01-15T18:50:00+00:00,21187.0
2023-01-15T13:50:00-05:00,2023-01-15T18:50:00+00:00,2023-01-15T13:55:00-05:00,2023-01-15T18:55:00+00:00,21298.0
2023-01-15T13:55:00-05:00,2023-01-15T18:55:00+00:00,2023-01-15T14:00:00-05:00,2023-01-15T19:00:00+00:00,21233.0
2023-01-15T14:00:00-05:00,2023-01-15T19:00:00+00:00,2023-01-15T14:05:00-05:00,2023-01-15T19:05:00+00:00,21014.0
2023-01-15T14:05:00-05:00,2023-01-15T19:05:00+00:00,2023-01-15T14:10:00-05:00,2023-01-15T19:10:00+00:00,20737.0
2023-01-15T14:10:00-05:00,2023-01-15T19:10:00+00:00,2023-01-15T14:15:00-05:00,2023-01-15T19:15:00+00:00,20600.0
2023-01-15T14:15:00-05:00,2023-01-15T19:15:00+00:00,2023-01-15T14:20:00-05:00,2023-01-15T19:20:00+00:00,20577.0
2023-01-15T14:20:00-05:00,2023-01-15T19:20:00+00:00,2023-01-15T14:25:00-05:00,2023-01-15T19:25:00+00:00,20506.0
2023-01-15T14:25:00-05:00,2023-01-15T19:25:00+00:00,2023-01-15T14:30:00-05:00,2023-01-15T19:30:00+00:00,20604.0
2023-01-15T14:30:00-05:00,2023-01-15T19:30:00+00:00,2023-01-15T14:35:00-05:00,2023-01-15T19:35:00+00:00,20579.0
2023-01-15T14:35:00-05:00,2023-01-15T19:35:00+00:00,2023-01-15T14:40:00-05:00,2023-01-15T19:40:00+00:00,20541.0
2023-01-15T14:40:00-05:00,2023-01-15T19:40:00+00:00,2023-01-15T14:45:00-05:00,2023-01-15T19:45:00+00:00,20611.0
2023-01-15T14:45:00-05:00,2023-01-15T19:45:00+00:00,2023-01-15T14:50:00-05:00,2023-01-15T19:50:00+00:00,20756.0
2023-01-15T14:50:00-05:00,2023-01-15T19:50:00+00:00,2023-01-15T14:55:00-05:00,2023-01-15T19:55:00+00:00,20611.0
2023-01-15T14:55:00-05:00,2023-01-15T19:55:00+00:00,2023-01-15T15:00:00-05:00,2023-01-15T20:00:00+00:00,20477.0
2023-01-15T15:00:00-05:00,2023-01-15T20:00:00+00:00,2023-01-15T15:05:00-05:00,2023-01-15T20:05:00+00:00,20412.0
2023-01-15T15:05:00-05:00,2023-01-15T20:05:00+00:00,2023-01-15T15:10:00-05:00,2023-01-15T20:10:00+00:00,20347.0
2023-01-15T15:10:00-05:00,2023-01-15T20:10:00+00:00,2023-01-15T15:15:00-05:00,2023-01-15T20:15:00+00:00,20215.0
2023-01-15T15:15:00-05:00,2023-01-15T20:15:00+00:00,2023-01-15T15:20:00-05:00,2023-01-15T20:20:00+00:00,20182.0
2023-01-15T15:20:00-05:00,2023-01-15T20:20:00+00:00,2023-01-15T15:25:00-05:00,2023-01-15T20:25:00+00:00,20151.0
2023-01-15T15:25:00-05:00,2023-01-15T20:25:00+00:00,2023-01-15T15:30:00-05:00,2023-01-15T20:30:00+00:00,20108.0
2023-01-15T15:30:00-05:00,2023-01-15T20:30:00+00:00,2023-01-15T15:35:00-05:00,2023-01-15T20:35:00+00:00,20226.0
2023-01-15T15:35:00-05:00,2023-01-15T20:35:00+00:00,2023-01-15T15:40:00-05:00,2023-01-15T20:40:00+00:00,20344.0
2023-01-15T15:40:00-05:00,2023-01-15T20:40:00+00:00,2023-01-15T15:45:00-05:00,2023-01-15T20:45:00+00:00,20488.0
2023-01-15T15:45:00-05:00,2023-01-15T20:45:00+00:00,2023-01-15T15:50:00-05:00,2023-01-15T20:50:00+00:00,20631.0
2023-01-15T15:50:00-05:00,2023-01-15T20:50:00+00:00,2023-01-15T15:55:00-05:00,2023-01-15T20:55:00+00:00,20647.0
2023-01-15T15:55:00-05:00,2023-01-15T20:55:00+00:00,2023-01-15T16:00:00-05:00,2023-01-15T21:00:00+00:00,20591.0
2023-01-15T16:00:00-05:00,2023-01-15T21:00:00+00:00,2023-01-15T16:05:00-05:00,2023-01-15T21:05:00+00:00,20506.0
2023-01-15T16:05:00-05:00,2023-01-15T21:05:00+00:00,2023-01-15T16:10:00-05:00,2023-01-15T21:10:00+00:00,20421.0
2023-01-15T16:10:00-05:00,2023-01-15T21:10:00+00:00,2023-01-15T16:15:00-05:00,2023-01-15T21:15:00+00:00,20344.0
2023-01-15T16:15:00-05:00,2023-01-15T21:15:00+00:00,2023-01-15T16:20:00-05:00,2023-01-15T21:20:00+00:00,20298.0
2023-01-15T16:20:00-05:00,2023-01-15T21:20:00+00:00,2023-01-15T16:25:00-05:00,2023-01-15T21:25:00+00:00,20225.0
2023-01-15T16:25:00-05:00,2023-01-15T21:25:00+00:00,2023-01-15T16:30:00-05:00,2023-01-15T21:30:00+00:00,20171.0
2023-01-15T16:30:00-05:00,2023-01-15T21:30:00+00:00,2023-01-15T16:35:00-05:00,2023-01-15T21:35:00+00:00,20137.0
2023-01-15T16:35:00-05:00,2023-01-15T21:35:00+00:00,2023-01-15T16:40:00-05:00,2023-01-15T21:40:00+00:00,20160.0
2023-01-15T16:40:00-05:00,2023-01-15T21:40:00+00:00,2023-01-15T16:45:00-05:00,2023-01-15T21:45:00+00:00,20134.0
2023-01-15T16:45:00-05:00,2023-01-15T21:45:00+00:00,2023-01-15T16:50:00-05:00,2023-01-15T21:50:00+00:00,20257.0
2023-01-15T16:50:00-05:00,2023-01-15T21:50:00+00:00,2023-01-15T16:55:00-05:00,2023-01-15T21:55:00+00:00,20344.0
2023-01-15T16:55:00-05:00,2023-01-15T21:55:00+00:00,2023-01-15T17:00:00-05:00,2023-01-15T22:00:00+00:00,20560.0
2023-01-15T17:00:00-05:00,2023-01-15T22:00:00+00:00,2023-01-15T17:05:00-05:00,2023-01-15T22:05:00+00:00,20614.0
2023-01-15T17:05:00-05:00,2023-01-15T22:05:00+00:00,2023-01-15T17:10:00-05:00,2023-01-15T22:10:00+00:00,20667.0
2023-01-15T17:10:00-05:00,2023-01-15T22:10:00+00:00,2023-01-15T17:15:00-05:00,2023-01-15T22:15:00+00:00,20861.0
2023-01-15T17:15:00-05:00,2023-01-15T22:15:00+00:00,2023-01-15T17:20:00-05:00,2023-01-15T22:20:00+00:00,21055.0
2023-01-15T17:20:00-05:00,2023-01-15T22:20:00+00:00,2023-01-15T17:25:00-05:00,2023-01-15T22:25:00+00:00,21347.0
2023-01-15T17:25:00-05:00,2023-01-15T22:25:00+00:00,2023-01-15T17:30:00-05:00,2023-01-15T22:30:00+00:00,21507.0
2023-01-15T17:30:00-05:00,2023-01-15T22:30:00+00:00,2023-01-15T17:35:00-05:00,2023-01-15T22:35:00+00:00,21763.0
2023-01-15T17:35:00-05:00,2023-01-15T22:35:00+00:00,2023-01-15T17:40:00-05:00,2023-01-15T22:40:00+00:00,22070.0
2023-01-15T17:40:00-05:00,2023-01-15T22:40:00+00:00,2023-01-15T17:45:00-05:00,2023-01-15T22:45:00+00:00,22323.0
2023-01-15T17:45:00-05:00,2023-01-15T22:45:00+00:00,2023-01-15T17:50:00-05:00,2023-01-15T22:50:00+00:00,22434.0
2023-01-15T17:50:00-05:00,2023-01-15T22:50:00+00:00,2023-01-15T17:55:00-05:00,2023-01-15T22:55:00+00:00,22628.0
2023-01-15T17:55:00-05:00,2023-01-15T22:55:00+00:00,2023-01-15T18:00:00-05:00,2023-01-15T23:00:00+00:00,22733.0
2023-01-15T18:00:00-05:00,2023-01-15T23:00:00+00:00,2023-01-15T18:05:00-05:00,2023-01-15T23:05:00+00:00,22697.0
2023-01-15T18:05:00-05:00,2023-01-15T23:05:00+00:00,2023-01-15T18:10:00-05:00,2023-01-15T23:10:00+00:00,22497.0
2023-01-15T18:10:00-05:00,2023-01-15T23:10:00+00:00,2023-01-15T18:15:00-05:00,2023-01-15T23:15:00+00:00,22690.0
2023-01-15T18:15:00-05:00,2023-01-15T23:15:00+00:00,2023-01-15T18:20:00-05:00,2023-01-15T23:20:00+00:00,22882.0
2023-01-15T18:20:00-05:00,2023-01-15T23:20:00+00:00,2023-01-15T18:25:00-05:00,2023-01-15T23:25:00+00:00,22943.0
2023-01-15T18:25:00-05:00,2023-01-15T23:25:00+00:00,2023-01-15T18:30:00-05:00,2023-01-15T23:30:00+00:00,23004.0
2023-01-15T18:30:00-05:00,2023-01-15T23:30:00+00:00,2023-01-15T18:35:00-05:00,2023-01-15T23:35:00+00:00,22993.0
2023-01-15T18:35:00-05:00,2023-01-15T23:35:00+00:00,2023-01-15T18:40:00-05:00,2023-01-15T23:40:00+00:00,22997.0
2023-01-15T18:40:00-05:00,2023-01-15T23:40:00+00:00,2023-01-15T18:45:00-05:00,2023-01-15T23:45:00+00:00,22943.0
2023-01-15T18:45:00-05:00,2023-01-15T23:45:00+00:00,2023-01-15T18:50:00-05:00,2023-01-15T23:50:00+00:00,22994.0
2023-01-15T18:50:00-05:00,2023-01-15T23:50:00+00:00,2023-01-15T18:55:00-05:00,2023-01-15T23:55:00+00:00,23001.0
2023-01-15T18:55:00-05:00,2023-01-15T23:55:00+00:00,2023-01-15T19:00:00-05:00,2023-01-16T00:00:00+00:00,22944.0
