timestamp,price,year,month,day,hour
2023-01-20 05:00:00,20.3,2023,1,20,5
2023-01-20 06:00:00,26.2,2023,1,20,6
2023-01-20 07:00:00,25.28,2023,1,20,7
2023-01-20 08:00:00,21.2,2023,1,20,8
2023-01-20 09:00:00,20.23,2023,1,20,9
2023-01-20 10:00:00,18.26,2023,1,20,10
2023-01-20 11:00:00,18.17,2023,1,20,11
2023-01-20 12:00:00,17.58,2023,1,20,12
2023-01-20 13:00:00,17.3,2023,1,20,13
2023-01-20 14:00:00,16.91,2023,1,20,14
2023-01-20 15:00:00,16.38,2023,1,20,15
2023-01-20 16:00:00,17.39,2023,1,20,16
2023-01-20 17:00:00,23.19,2023,1,20,17
2023-01-20 18:00:00,24.71,2023,1,20,18
2023-01-20 19:00:00,22.35,2023,1,20,19
2023-01-20 20:00:00,20.57,2023,1,20,20
2023-01-20 21:00:00,19.27,2023,1,20,21
2023-01-20 22:00:00,19.48,2023,1,20,22
2023-01-20 23:00:00,16.78,2023,1,20,23
2023-01-21 00:00:00,17.47,2023,1,21,0
2023-01-21 01:00:00,17.78,2023,1,21,1
2023-01-21 02:00:00,19.92,2023,1,21,2
2023-01-21 03:00:00,20.2,2023,1,21,3
2023-01-21 04:00:00,22.37,2023,1,21,4
2023-01-21 05:00:00,23.51,2023,1,21,5
2023-01-21 06:00:00,24.47,2023,1,21,6
2023-01-21 07:00:00,30.11,2023,1,21,7
2023-01-21 08:00:00,33.38,2023,1,21,8
2023-01-21 09:00:00,30.01,2023,1,21,9
2023-01-21 10:00:00,25.14,2023,1,21,10
2023-01-21 11:00:00,20.53,2023,1,21,11
2023-01-21 12:00:00,19.48,2023,1,21,12
2023-01-21 13:00:00,18.56,2023,1,21,13
2023-01-21 14:00:00,15.97,2023,1,21,14
2023-01-21 15:00:00,14.98,2023,1,21,15
2023-01-21 16:00:00,15.8,2023,1,21,16
2023-01-21 17:00:00,27.0,2023,1,21,17
2023-01-21 18:00:00,28.23,2023,1,21,18
2023-01-21 19:00:00,25.4,2023,1,21,19
2023-01-21 20:00:00,24.85,2023,1,21,20
2023-01-21 21:00:00,21.41,2023,1,21,21
2023-01-21 22:00:00,22.56,2023,1,21,22
2023-01-21 23:00:00,20.36,2023,1,21,23
2023-01-22 00:00:00,23.22,2023,1,22,0
